,K01,K02,K03,K04,K05,K06,K07,K08,K09,K10
T4184,47,44,48,41,46,46,47,46,45,47
T4185,47,40,47,41,42,46,44,42,43,47
T4186,43,44,41,44,42,41,43,42,43,47
T4187,41,48,43,41,44,45,43,46,41,43
T4188,46,40,45,40,47,47,40,44,44,41
T4189,48,44,40,41,42,44,47,46,43,47
T4190,40,48,44,41,46,45,40,42,42,41
T4191,46,41,46,47,41,45,46,41,46,45
T4192,41,46,46,40,47,40,45,48,43,47
T4193,41,48,45,47,41,48,43,43,45,48
T4194,42,40,46,48,43,43,40,44,48,46
T4195,42,43,48,42,46,40,42,42,40,41
T4196,45,48,40,46,42,47,41,45,40,45
T4197,43,48,41,46,43,41,48,47,46,43
T4198,40,46,44,41,48,42,46,47,45,42
T4199,48,43,47,40,48,45,40,42,40,47
T4200,43,40,47,47,45,41,40,40,47,46
T4201,47,40,45,45,47,41,48,47,47,47
T4202,45,43,48,43,45,46,48,42,40,41
T4203,41,47,42,47,46,45,46,47,48,48
T4204,48,40,47,48,44,44,48,43,41,44
T4205,48,42,48,41,45,45,45,42,40,43
T4206,40,43,48,42,42,47,47,47,41,45
T4207,48,40,45,46,46,41,46,41,44,48
T4208,48,41,44,42,43,44,47,46,48,43
T4209,41,43,46,46,41,41,42,41,41,46
T4210,46,42,44,48,43,41,44,40,42,46
T4211,43,42,45,45,40,42,45,44,42,40
T4212,44,44,48,42,41,43,48,44,41,41
T4213,48,42,42,44,46,44,48,47,40,46
T4214,43,46,41,41,40,45,40,41,40,40
T4215,40,44,40,46,46,45,46,41,46,47
T4216,40,42,44,41,43,45,41,42,45,45
T4217,43,42,40,40,45,48,40,42,40,43
T4218,40,41,46,41,42,47,43,42,40,48
T4219,44,46,46,46,45,46,45,44,48,44
T4220,43,47,48,43,48,48,42,45,45,41
T4221,46,47,46,41,42,42,47,44,48,43
T4222,43,48,44,41,46,44,48,42,42,43
T4223,44,42,44,41,41,42,42,46,41,43
T4224,43,47,40,41,41,42,47,48,46,48
T4225,44,44,41,47,44,40,44,47,46,40
T4226,45,45,46,40,45,45,43,44,44,48
T4227,48,41,40,46,48,40,40,48,46,47
T4228,48,45,43,47,41,46,43,48,48,47
T4229,47,48,46,40,41,48,48,41,46,46
T4230,44,45,48,41,48,47,42,48,41,43
T4231,43,43,48,42,40,47,45,46,42,46
T4232,45,42,45,46,48,48,44,48,48,41
T4233,44,40,41,48,48,48,41,44,42,44
T4234,40,48,43,46,46,48,48,44,42,42
T4235,45,41,42,43,44,42,43,43,47,42
T4236,40,46,48,40,44,40,47,46,40,40
T4237,40,45,47,46,40,47,46,48,41,41
T4238,48,42,48,44,42,47,43,45,43,46
T4239,42,40,44,40,44,40,43,48,48,40
T4240,43,42,40,48,40,48,45,43,41,42
T4241,44,46,47,48,47,47,40,44,47,45
T4242,40,40,42,48,40,41,41,41,48,44
T4243,44,48,40,45,42,43,44,41,44,44
T4244,40,48,45,44,47,42,48,42,40,41
T4245,43,44,41,40,40,43,45,48,48,40
T4246,43,44,42,40,40,44,41,42,45,48
T4247,48,43,46,46,44,46,43,46,42,40
T4248,41,40,47,47,41,46,42,46,46,44
T4249,40,43,48,40,40,42,46,44,46,48
T4250,42,48,46,48,47,40,40,48,42,46
T4251,47,44,47,40,48,44,43,47,41,42
T4252,42,47,46,47,44,46,40,42,43,48
T4253,45,44,46,40,47,45,45,47,48,45
T4254,44,48,45,42,47,45,43,40,42,47
T4255,47,45,44,40,41,45,41,43,48,48
T4256,42,47,44,45,44,46,43,48,45,40
T4257,40,41,47,43,41,46,45,43,43,45
T4258,41,41,42,48,40,48,45,47,45,44
T4259,43,42,41,41,41,44,40,40,46,42
T4260,46,48,40,42,48,47,48,48,48,48
T4261,41,42,47,41,41,46,40,42,42,44
T4262,40,43,44,40,42,45,48,46,42,47
T4263,42,42,46,48,46,44,47,44,44,45
T4264,42,41,46,44,46,48,40,48,47,40
T4265,40,43,45,46,44,42,44,45,47,48
T4266,47,46,48,45,41,41,44,48,40,48
T4267,41,40,46,46,40,47,41,46,42,47
T4268,41,46,47,42,42,45,47,48,44,44
T4269,41,42,42,42,47,44,41,48,45,44
T4270,41,47,40,42,43,45,46,44,46,45
T4271,45,43,46,40,46,41,44,48,46,40
T4272,40,45,47,40,43,40,40,47,44,43
T4273,43,44,43,42,46,41,43,45,48,46
T4274,40,46,47,46,48,42,40,46,44,45
T4275,47,44,46,45,44,42,44,46,46,41
T4276,42,45,44,47,46,43,47,42,47,40
T4277,47,46,46,43,43,48,42,47,44,43
T4278,47,41,42,47,42,47,45,44,48,48
T4279,41,44,40,47,40,42,40,40,42,48
T4280,48,47,42,43,40,43,46,40,45,40
T4281,47,47,42,40,43,48,46,40,46,41
T4282,44,46,46,42,48,40,48,44,42,40
T4283,40,46,44,47,47,48,45,46,44,42
T4284,42,47,46,45,48,45,44,47,48,48
T4285,48,48,43,47,44,43,40,41,47,43
T4286,44,41,42,41,47,42,48,43,47,41
T4287,40,48,42,42,40,47,46,46,41,44
T4288,48,44,43,47,40,43,43,45,42,44
T4289,48,48,48,47,46,46,45,43,43,40
T4290,41,43,40,41,42,45,43,43,44,41
T4291,40,48,46,41,42,41,40,45,46,45
T4292,47,43,40,45,47,41,44,43,44,42
T4293,44,48,42,43,43,46,44,48,42,43
T4294,46,42,45,45,43,46,41,48,44,48
T4295,40,45,46,44,42,41,45,48,41,45
T4296,43,41,44,43,47,44,42,48,48,43
T4297,40,44,43,41,41,47,48,45,43,42
T4298,47,41,46,46,46,48,40,44,47,44
T4299,43,48,45,40,41,48,40,47,42,45
T4300,46,40,44,43,44,42,48,40,47,42
T4301,40,46,48,42,47,41,40,43,46,41
T4302,47,48,42,42,43,40,45,41,42,43
T4303,46,40,46,43,47,46,46,48,47,47
T4304,41,46,40,41,45,46,44,41,42,41
T4305,40,42,43,41,48,45,40,47,45,45
T4306,45,43,46,40,44,41,44,45,41,40
T4307,46,43,42,47,46,41,44,48,47,40
T4308,42,47,42,42,47,43,48,46,47,42
T4309,48,42,42,46,45,48,45,43,45,46
T4310,44,40,46,40,46,44,46,44,48,47
T4311,46,46,46,44,48,46,43,40,42,46
T4312,40,43,44,48,47,44,43,40,46,40
T4313,44,46,47,45,46,45,42,47,47,45
T4314,44,45,45,45,42,47,44,45,42,40
T4315,46,47,43,41,46,47,46,43,41,48
T4316,44,48,44,47,42,46,43,46,45,48
T4317,48,43,47,47,48,43,40,44,45,47
T4318,48,48,47,47,44,40,48,45,41,44
T4319,47,43,48,46,48,47,48,45,42,40
T4320,44,41,40,44,42,40,45,46,46,43
T4321,43,41,48,47,46,46,42,44,40,44
T4322,47,42,45,42,45,42,45,41,41,46
T4323,45,47,42,44,45,44,48,41,43,40
T4324,47,44,43,42,42,44,48,47,44,41
T4325,44,41,42,43,47,46,47,47,42,48
T4326,41,40,46,47,48,41,43,42,41,47
T4327,48,41,44,45,46,44,41,41,42,41
T4328,42,40,48,43,43,42,46,48,45,47
T4329,42,40,45,43,40,42,45,43,44,47
T4330,45,44,45,41,44,42,46,40,46,40
T4331,43,47,44,42,41,41,44,40,45,48
T4332,45,42,45,46,43,44,42,47,46,46
T4333,40,45,44,44,46,46,45,42,46,43
T4334,42,45,45,47,40,40,41,47,43,44
T4335,43,41,41,40,44,43,42,48,45,42
T4336,44,41,44,41,43,40,48,40,48,48
T4337,42,44,46,47,42,44,45,40,43,41
T4338,44,45,45,40,42,43,46,41,42,47
T4339,40,41,45,41,48,48,44,40,41,48
T4340,46,43,46,41,45,45,47,42,45,42
T4341,43,40,42,48,41,44,44,41,42,42
T4342,44,41,42,46,47,48,48,42,46,45
T4343,44,43,40,41,48,44,45,44,41,46
T4344,41,40,40,42,46,43,42,44,41,40
T4345,43,48,46,41,48,43,44,44,41,47
T4346,40,44,44,43,42,47,42,40,43,46
T4347,45,42,48,44,48,42,42,40,46,45
T4348,41,46,46,43,43,46,45,47,45,43
T4349,44,40,47,47,43,43,41,46,47,41
T4350,48,45,40,46,42,40,43,48,47,48
T4351,45,46,45,47,48,48,45,40,40,48
T4352,44,47,45,41,44,42,47,43,43,45
T4353,43,44,48,47,40,42,41,42,43,47
T4354,47,47,46,48,44,42,40,41,45,41
T4355,44,46,43,41,43,40,48,44,48,45
T4356,42,43,42,47,47,47,43,41,44,40
T4357,46,41,40,44,43,42,43,43,48,47
T4358,46,43,41,43,42,46,47,42,41,41
T4359,43,47,44,47,42,46,48,48,42,43
T4360,43,40,42,48,47,41,42,40,42,45
T4361,44,44,45,41,42,43,42,48,44,41
T4362,42,48,46,48,42,47,45,47,46,46
T4363,43,47,40,46,47,45,43,42,45,44
T4364,48,45,43,45,45,46,41,46,45,41
T4365,48,40,41,46,40,41,43,46,41,42
T4366,41,40,47,43,44,47,42,48,43,40
T4367,43,41,45,47,44,40,45,41,47,46
T4368,43,43,46,47,41,40,45,48,45,41
T4369,48,40,40,43,47,46,42,43,43,43
T4370,47,47,46,40,43,45,45,40,41,41
T4371,40,43,46,43,43,44,41,41,44,41
T4372,42,47,48,45,48,44,41,46,46,46
T4373,46,41,41,44,46,41,41,44,45,41
T4374,46,42,44,44,43,42,43,47,48,43
T4375,42,41,48,42,46,46,42,47,41,43
T4376,45,44,48,44,47,46,47,45,46,41
T4377,40,43,43,43,45,43,43,47,46,44
T4378,40,46,40,43,45,42,44,47,43,46
T4379,46,47,40,45,45,47,47,44,42,43
T4380,43,47,48,48,46,46,48,45,47,43
T4381,46,43,47,48,43,41,43,42,40,46
T4382,45,44,48,41,42,43,47,44,44,41
T4383,44,41,46,40,47,45,46,44,42,40
T4384,45,44,47,43,45,48,44,42,48,43
T4385,42,47,43,46,43,46,40,44,48,47
T4386,42,40,40,45,46,47,47,41,44,46
T4387,44,44,43,48,43,43,45,41,46,48
T4388,46,47,48,47,44,46,40,41,46,42
T4389,48,45,43,43,42,43,43,41,42,45
T4390,45,47,45,44,43,47,48,47,42,47
T4391,42,42,41,41,47,46,41,48,42,47
T4392,41,43,45,45,40,44,48,44,43,42
T4393,44,44,46,44,44,47,40,47,43,42
T4394,41,47,48,40,48,45,47,44,41,43
T4395,40,46,48,45,40,42,40,42,47,41
T4396,44,43,46,41,44,41,42,40,46,40
T4397,43,43,46,42,40,46,46,40,41,44
T4398,42,47,47,45,43,42,48,40,43,48
T4399,41,47,42,47,45,44,48,47,42,42
T4400,47,48,47,48,47,42,47,44,47,48
T4401,48,42,41,41,46,47,44,45,46,43
T4402,44,48,45,48,46,40,42,43,41,41
T4403,40,41,42,47,40,42,44,47,45,46
T4404,41,46,48,43,45,48,42,48,46,45
T4405,43,43,43,44,43,48,43,48,48,44
T4406,42,42,45,44,47,41,41,47,46,47
T4407,44,48,42,40,44,45,47,47,41,41
T4408,48,43,42,41,41,47,48,47,44,44
T4409,46,43,43,45,41,45,41,45,46,43
T4410,41,41,46,48,47,41,44,44,46,43
T4411,40,47,48,45,41,44,40,44,45,48
T4412,43,44,41,45,48,40,46,43,47,47
T4413,46,46,40,43,46,40,48,46,48,42
T4414,44,44,47,46,46,42,45,42,40,47
T4415,46,44,48,46,45,45,47,43,44,41
T4416,41,48,42,43,47,46,43,43,43,45
T4417,42,41,42,45,45,47,41,45,40,47
T4418,46,44,44,40,46,46,47,47,40,41
T4419,41,47,43,45,43,43,48,48,41,48
T4420,46,42,42,45,48,45,42,40,41,48
T4421,44,44,41,46,45,47,42,46,42,41
T4422,42,42,47,48,46,46,41,44,43,43
T4423,45,40,42,46,48,40,40,47,41,45
T4424,40,46,46,40,45,44,43,43,44,44
T4425,45,48,48,48,44,47,47,48,43,41
T4426,46,44,45,44,43,45,46,42,43,46
T4427,48,44,42,46,46,47,40,48,48,41
T4428,40,46,44,46,40,43,41,45,40,47
T4429,45,48,41,45,46,43,42,46,48,44
T4430,46,44,41,40,41,42,43,48,43,48
T4431,45,48,40,40,46,40,41,46,45,48
T4432,47,42,48,47,48,45,42,42,46,46
T4433,47,46,44,46,46,40,41,47,48,46
T4434,44,40,47,48,42,44,47,47,42,46
T4435,43,43,43,47,48,42,47,45,48,47
T4436,47,46,43,42,42,48,48,42,42,46
T4437,43,43,48,46,48,47,45,40,47,46
T4438,45,46,46,44,44,42,40,45,47,40
T4439,41,48,41,46,45,43,41,47,44,45
T4440,46,42,47,42,43,47,44,44,44,42
T4441,41,47,42,40,48,42,46,44,47,47
T4442,48,45,41,40,46,46,41,41,48,42
T4443,48,46,41,42,40,44,47,46,47,44
T4444,42,48,44,47,41,48,48,47,43,48
T4445,47,40,41,47,47,46,44,41,47,46
T4446,40,41,43,42,41,44,44,45,45,43
T4447,41,40,42,47,45,44,41,45,43,40
T4448,48,48,40,43,42,41,48,47,48,43
T4449,40,41,45,43,41,46,46,44,44,44
T4450,45,41,44,47,46,40,45,48,46,44
T4451,44,48,48,41,41,42,47,48,43,44
T4452,45,43,40,44,41,45,40,42,44,40
T4453,41,40,45,46,44,48,40,46,42,48
T4454,48,43,44,47,44,44,45,44,48,45
T4455,47,43,41,44,45,48,45,45,47,43
T4456,40,43,47,45,45,46,47,48,40,48
T4457,44,44,41,43,43,43,48,45,41,44
T4458,48,45,48,43,43,46,46,46,48,42
T4459,45,41,46,43,43,43,45,48,47,46
T4460,48,41,43,44,44,48,44,40,41,46
T4461,47,40,46,41,41,46,41,46,47,45
T4462,45,42,45,46,46,47,40,40,40,48
T4463,43,42,46,42,40,48,46,45,45,42
T4464,47,46,43,42,42,43,43,44,48,41
T4465,40,41,46,44,40,45,43,47,47,47
T4466,47,44,48,44,41,40,40,46,40,42
T4467,42,47,44,42,40,48,48,43,43,43
T4468,48,46,47,41,43,48,44,48,44,47
T4469,41,41,42,48,44,44,43,47,45,46
T4470,40,46,43,46,46,44,40,40,48,44
T4471,40,47,47,43,47,41,40,41,41,47
T4472,47,46,47,46,42,44,41,40,43,40
T4473,40,42,41,43,40,41,44,42,48,48
T4474,46,43,46,48,45,45,45,45,47,44
T4475,40,45,46,43,48,43,42,44,48,41
T4476,46,40,48,47,44,40,45,43,42,46
T4477,48,48,40,47,45,47,42,46,47,48
T4478,43,47,42,44,45,45,41,45,41,47
T4479,45,47,44,42,44,40,48,40,48,48
T4480,46,44,40,47,42,42,48,40,48,48
T4481,47,44,44,44,44,40,41,41,47,47
T4482,42,45,47,42,45,41,44,41,48,40
T4483,44,40,42,43,42,43,44,40,40,47
T4484,42,45,45,48,44,41,44,43,46,48
T4485,47,47,43,44,40,45,46,47,45,47
T4486,41,47,46,40,44,40,42,41,46,45
T4487,43,42,41,43,44,48,44,47,47,44
T4488,48,40,40,42,45,40,44,46,47,48
T4489,41,47,43,45,42,41,48,44,44,42
T4490,46,48,43,46,45,41,42,45,48,45
T4491,40,46,46,47,48,45,45,43,45,43
T4492,43,48,46,47,48,40,44,47,44,40
T4493,48,46,42,41,46,42,41,42,42,43
T4494,48,41,41,47,45,40,44,40,41,43
T4495,44,45,47,41,48,40,40,46,44,40
T4496,41,43,45,43,45,41,40,41,46,43
T4497,44,40,42,48,41,41,43,44,48,46
T4498,44,45,45,45,45,47,44,40,46,43
T4499,46,46,48,43,40,47,42,48,44,48
T4500,48,47,41,44,46,43,48,48,45,42
T4501,40,47,45,47,47,40,41,48,42,40
T4502,44,47,43,47,44,40,45,43,48,43
T4503,47,47,45,41,44,40,42,44,46,41
T4504,46,40,48,44,43,45,48,48,48,41
T4505,45,44,45,44,45,43,43,48,44,43
T4506,47,40,44,40,43,47,48,46,44,47
T4507,47,42,45,46,44,40,46,41,45,46
T4508,44,46,40,43,44,45,48,46,42,47
T4509,45,45,46,44,40,48,47,40,44,43
T4510,46,41,43,47,48,48,48,40,40,44
T4511,42,45,40,48,41,44,44,41,40,44
T4512,40,47,46,46,42,40,45,47,40,42
T4513,41,46,47,48,47,46,40,43,47,47
T4514,42,48,46,46,47,41,43,46,47,44
T4515,46,45,45,47,48,48,44,41,47,46
T4516,41,42,40,43,43,44,42,40,42,44
T4517,46,43,43,48,48,44,45,44,41,42
T4518,40,42,48,40,46,45,44,48,43,42
T4519,48,42,44,42,46,47,40,45,47,40
T4520,48,48,43,45,48,45,40,48,44,47
T4521,45,43,47,48,40,40,46,41,48,41
T4522,45,44,40,46,43,43,40,45,40,44
T4523,42,41,45,41,41,44,48,43,43,44
T4524,41,40,44,46,42,44,40,47,43,42
T4525,47,40,40,46,48,42,41,40,40,43
T4526,40,45,47,47,41,44,41,47,42,47
T4527,47,40,43,43,48,44,44,40,44,48
T4528,40,41,45,46,46,41,47,41,44,41
T4529,43,45,44,40,42,43,48,44,47,41
T4530,43,46,48,40,44,44,44,41,46,43
T4531,42,43,45,47,43,44,48,45,42,42
T4532,45,40,44,43,47,41,44,44,45,42
T4533,45,44,45,46,48,47,42,47,41,42
T4534,46,45,48,48,48,43,45,40,48,43
T4535,43,43,43,46,46,42,46,46,46,47
T4536,45,44,44,42,44,40,46,41,40,45
T4537,41,40,41,43,47,45,41,43,41,45
T4538,45,43,44,47,44,48,42,43,46,46
T4539,47,48,48,45,48,43,42,46,42,46
T4540,43,46,41,41,41,44,44,47,40,44
T4541,43,48,42,40,48,41,45,41,41,40
T4542,44,48,43,48,40,46,42,41,44,46
T4543,45,46,40,44,48,46,47,44,48,48
T4544,44,40,43,48,44,47,45,43,45,45
T4545,45,43,48,41,43,41,44,41,47,41
T4546,41,42,43,48,47,41,42,47,41,42
T4547,47,47,45,40,41,42,47,48,42,40
T4548,48,44,48,42,46,42,48,47,41,44
T4549,42,45,47,40,46,47,47,43,44,43
T4550,41,46,45,47,44,45,40,46,46,42
T4551,48,40,44,42,41,42,45,42,45,47
T4552,41,43,44,48,40,43,46,43,40,45
T4553,48,41,40,42,48,44,43,45,44,47
T4554,43,46,48,41,46,46,43,45,46,40
T4555,45,44,46,48,40,48,47,43,42,40
T4556,45,46,40,42,46,41,47,45,46,44
T4557,41,43,47,40,43,40,48,40,46,46
T4558,43,41,41,43,43,47,41,47,41,42
T4559,47,45,41,40,42,45,42,47,47,45
T4560,48,44,43,45,48,44,44,47,40,48
T4561,42,48,45,45,41,48,47,45,47,45
T4562,40,48,44,42,40,43,42,47,48,43
T4563,46,42,46,40,44,48,47,41,48,44
T4564,41,48,40,45,41,45,45,45,43,42
T4565,46,45,47,44,48,44,41,41,47,41
T4566,48,40,41,41,41,44,43,41,40,43
T4567,43,47,42,48,47,40,44,46,47,42
T4568,47,46,46,47,42,43,44,45,48,48
T4569,42,41,44,46,48,42,43,46,42,46
T4570,45,46,40,41,45,48,42,44,46,46
T4571,43,48,42,43,47,48,42,43,44,43
T4572,46,45,40,45,40,45,45,41,42,42
T4573,46,44,41,40,43,40,40,47,48,48
T4574,42,41,47,47,45,48,40,40,47,45
T4575,46,46,41,40,47,46,43,40,41,44
T4576,47,41,45,41,43,43,46,43,46,47
T4577,40,44,43,48,41,48,41,45,46,40
T4578,45,41,41,40,47,48,42,48,46,41
T4579,48,44,44,41,46,42,42,40,41,46
T4580,44,47,42,46,45,40,47,42,45,40
T4581,45,41,47,44,44,45,46,47,47,41
T4582,47,43,40,42,48,48,48,44,48,48
T4583,40,44,48,44,44,45,44,46,44,43
T4584,44,45,46,42,41,47,45,41,43,45
T4585,45,42,48,42,44,44,46,40,42,47
T4586,45,40,48,44,48,42,48,44,47,43
T4587,43,41,47,41,44,45,45,40,46,46
T4588,45,45,48,41,47,45,42,40,45,44
T4589,45,44,47,44,48,46,47,47,42,46
T4590,40,48,47,47,45,47,48,40,43,42
T4591,42,45,45,44,43,43,44,43,45,46
T4592,45,47,44,41,48,43,46,44,41,46
T4593,41,46,48,48,43,40,44,47,48,45
T4594,46,45,43,40,40,47,40,46,41,44
T4595,41,43,41,40,46,48,43,48,46,45
T4596,40,47,43,40,41,40,40,46,47,47
T4597,45,45,40,46,43,46,46,45,46,48
T4598,40,43,44,47,48,41,46,46,45,40
T4599,46,41,47,42,43,42,47,46,43,45
T4600,44,42,40,41,42,47,40,41,45,40
T4601,44,47,44,48,45,43,46,41,41,48
T4602,40,48,41,46,47,46,45,43,41,46
T4603,45,42,41,47,47,48,42,46,41,40
T4604,44,43,44,40,40,40,42,47,43,46
T4605,46,42,43,41,45,42,43,46,48,44
T4606,48,43,40,43,42,43,43,47,40,40
T4607,43,45,41,42,41,44,43,47,48,45
T4608,44,44,46,48,44,43,44,47,48,42
T4609,44,48,43,42,41,47,47,44,46,41
T4610,40,40,46,46,47,43,41,47,46,45
T4611,42,41,43,40,47,44,46,41,48,41
T4612,48,46,45,47,46,41,45,42,46,48
T4613,46,45,46,45,45,46,48,47,44,43
T4614,45,42,42,47,43,46,42,44,44,45
T4615,45,46,47,43,43,48,42,46,40,45
T4616,46,46,40,48,42,45,43,47,46,44
T4617,46,42,40,47,43,41,41,46,40,47
T4618,47,48,40,46,40,42,42,42,44,47
T4619,41,42,44,42,40,41,44,48,47,46
T4620,48,41,46,43,41,48,40,41,46,47
T4621,43,43,45,41,42,45,44,43,43,40
T4622,43,40,42,47,41,41,43,42,41,41
T4623,48,42,40,45,47,42,42,48,42,40
T4624,40,41,41,47,46,44,41,48,41,42
T4625,40,41,44,44,41,47,48,42,42,40
T4626,48,46,44,48,48,43,47,44,41,41
T4627,41,40,40,40,46,46,40,43,47,40
T4628,46,40,47,48,46,44,42,45,42,44
T4629,47,40,44,42,45,42,41,47,40,48
T4630,41,43,45,45,43,41,48,44,45,41
T4631,46,43,46,44,41,45,44,41,40,48
T4632,44,47,40,44,47,42,43,48,42,41
T4633,45,41,45,46,41,41,40,40,43,41
T4634,45,43,41,46,46,42,43,46,47,42
T4635,46,45,46,42,47,42,40,42,44,42
T4636,47,43,44,48,45,48,41,47,46,40
T4637,47,41,45,41,48,43,47,45,40,43
T4638,40,46,40,48,46,47,43,45,48,43
T4639,43,41,48,45,43,43,46,44,41,40
T4640,40,43,42,45,41,42,42,45,40,46
T4641,43,42,41,44,41,40,46,46,44,47
T4642,41,44,40,48,41,44,42,45,46,40
T4643,44,47,46,45,43,47,43,40,46,47
T4644,40,44,45,47,42,46,43,43,47,46
T4645,45,46,45,40,44,42,46,44,48,47
T4646,45,46,48,41,46,43,40,42,43,40
T4647,43,47,48,47,45,41,46,46,47,44
T4648,46,41,40,40,44,41,42,44,46,41
T4649,45,45,43,45,46,40,46,40,48,46
T4650,41,40,41,44,42,41,44,41,48,47
T4651,42,41,41,48,45,46,46,47,46,45
T4652,43,48,46,43,48,41,48,44,47,40
T4653,45,46,47,41,43,45,43,42,47,42
T4654,41,41,46,46,40,48,41,43,44,41
T4655,48,46,44,43,45,45,46,46,41,45
T4656,47,45,46,41,48,47,44,46,48,42
T4657,41,47,46,47,47,46,40,42,42,43
T4658,40,46,42,43,44,45,42,47,42,41
T4659,44,43,40,45,40,42,46,48,43,47
T4660,42,42,40,45,47,40,43,47,44,43
T4661,43,43,44,43,40,42,46,43,46,43
T4662,48,43,41,46,43,45,44,47,41,44
T4663,44,40,44,43,47,40,47,45,42,41
T4664,46,48,41,48,41,44,46,41,41,47
T4665,40,47,48,48,44,41,42,48,41,46
T4666,44,43,48,47,41,46,47,43,41,42
T4667,47,47,46,47,41,43,47,47,41,48
T4668,44,42,42,40,43,43,41,48,42,40
T4669,41,46,41,41,46,43,48,44,44,43
T4670,45,48,42,44,42,40,47,43,46,47
T4671,45,48,41,44,44,45,43,46,44,46
T4672,47,42,46,40,43,48,41,45,46,43
T4673,42,47,41,40,42,41,40,48,44,44
T4674,44,42,42,47,46,46,45,44,45,43
T4675,41,44,40,46,44,44,48,45,42,40
T4676,46,48,40,47,46,41,45,41,42,45
T4677,48,41,45,40,47,40,48,44,41,45
T4678,41,45,43,41,40,46,41,44,41,42
T4679,42,44,43,43,41,41,45,41,45,45
T4680,40,47,48,46,47,47,45,46,45,44
T4681,42,43,48,47,45,46,43,43,47,44
T4682,45,43,44,44,45,44,48,41,41,42
T4683,47,42,48,44,41,40,42,45,45,48
T4684,45,48,47,47,47,40,45,43,47,46
T4685,46,47,48,42,48,48,47,41,41,46
T4686,44,44,42,41,47,46,48,44,45,44
T4687,47,40,48,43,41,46,45,44,47,45
T4688,40,44,48,43,48,41,42,42,45,44
T4689,48,48,43,40,40,43,43,47,45,44
T4690,40,46,40,45,46,47,40,47,43,46
T4691,42,44,47,47,47,48,40,43,45,45
T4692,47,44,43,46,42,40,44,44,40,42
T4693,46,40,40,44,43,42,46,46,41,46
T4694,48,45,47,45,40,47,42,44,40,41
T4695,45,40,45,44,42,45,40,41,44,44
T4696,44,42,42,43,41,41,43,41,45,45
T4697,46,43,41,45,43,43,43,43,41,43
T4698,41,44,47,45,41,40,45,42,47,47
T4699,44,44,48,47,42,40,48,48,45,48
T4700,40,43,46,41,47,48,43,42,45,44
T4701,47,47,42,41,40,47,42,44,48,46
T4702,47,47,42,40,43,46,47,40,43,44
T4703,46,48,47,46,45,41,47,42,45,40
T4704,47,43,42,41,41,47,47,46,43,45
T4705,47,42,47,41,45,42,46,42,46,44
T4706,46,47,47,46,47,46,47,45,44,40
T4707,46,47,41,45,45,45,42,41,46,40
T4708,44,41,42,46,44,43,44,43,47,42
T4709,48,45,47,44,46,45,40,46,41,43
T4710,43,44,44,43,41,40,43,43,47,44
T4711,41,40,42,41,40,41,46,44,48,41
T4712,40,46,46,48,41,40,40,42,41,41
T4713,47,44,48,47,44,45,42,47,45,48
T4714,41,46,46,43,45,48,44,42,45,41
T4715,45,48,40,40,45,43,43,40,44,47
T4716,41,41,40,46,43,46,45,46,48,41
T4717,47,42,40,43,48,43,43,47,41,41
T4718,48,44,42,48,48,48,41,41,41,47
T4719,47,44,42,48,45,40,44,46,40,48
T4720,42,41,42,46,44,40,45,41,43,46
T4721,48,42,42,45,45,48,47,42,46,48
T4722,41,45,42,42,41,47,46,46,40,43
T4723,41,43,46,46,47,47,45,48,44,48
T4724,46,46,48,42,42,42,43,45,43,45
T4725,43,41,42,42,45,42,43,41,46,44
T4726,42,48,46,48,40,40,43,48,43,40
T4727,44,40,48,43,42,47,45,44,44,47
T4728,42,45,42,42,40,42,48,42,43,47
T4729,44,45,40,44,40,40,48,45,40,43
T4730,44,46,48,40,40,46,46,43,45,40
T4731,45,42,47,45,42,46,48,45,46,45
T4732,47,41,41,42,41,40,43,43,41,47
T4733,45,46,41,43,46,42,45,43,42,44
T4734,44,46,43,46,47,45,41,45,43,44
T4735,44,47,48,41,41,46,43,43,46,43
T4736,41,41,41,45,47,48,44,45,40,40
T4737,43,46,45,48,44,44,47,47,40,48
T4738,45,44,43,41,46,47,43,43,46,48
T4739,45,40,44,42,40,45,47,44,45,41
T4740,48,40,42,43,42,40,41,41,42,43
T4741,46,48,45,48,45,44,43,48,42,42
T4742,46,46,45,40,46,44,48,46,41,41
T4743,41,42,46,46,46,45,46,44,45,43
T4744,46,42,48,43,45,46,44,41,40,48
T4745,45,45,40,40,46,44,41,46,48,48
T4746,43,40,47,44,45,41,41,45,43,45
T4747,48,47,48,42,45,43,40,42,48,48
T4748,44,43,42,47,44,46,43,40,42,41
T4749,43,40,45,42,41,46,47,40,41,44
T4750,46,47,48,41,42,48,46,43,40,46
T4751,46,43,48,48,42,48,48,47,47,43
T4752,43,45,41,43,41,44,43,46,44,44
T4753,47,42,40,47,43,47,41,46,40,42
T4754,46,42,47,43,43,48,45,44,43,45
T4755,44,48,43,43,48,44,40,43,47,43
T4756,41,45,44,48,41,40,40,43,44,43
T4757,47,41,47,47,48,43,47,43,41,44
T4758,45,41,47,46,47,48,43,48,46,41
T4759,40,43,43,40,47,42,48,48,44,42
T4760,43,45,43,47,44,48,44,43,45,44
T4761,48,42,45,43,48,43,46,46,48,44
T4762,44,44,43,46,43,46,46,41,40,48
T4763,40,45,47,45,46,47,43,44,40,48
T4764,40,41,45,42,43,45,47,47,44,41
T4765,45,45,42,48,45,47,40,40,42,43
